cluster,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,age
0,-0.24430144792444858,0.04035736475479242,-0.4447915196764808,-0.42103191226810205,-0.23463758428326958,-0.08569632959092839,0.10548255433401973,-0.21643307379225077,-0.14666998738942608,-0.3803924041622721,2.775922876031675,0.0643470868310543,0.16564953691371942,0.10267296188915412,-0.03779564071665384,-0.39736322739292357,-0.10617858074725138,-0.09990948115235876,-0.4235950655361727,0.4969832708218475,0.01699001549787393,0.021421592300506633,0.4447311854658754
1,0.03281352722312124,-0.16645157632362315,1.7387484374359845,-0.37990772749988416,-0.24207739049764276,-0.027135309830302715,-0.024031084169491165,-0.27092099948552256,-0.04121161085010743,-0.38738236449074737,-0.3103217888461302,0.04973659019553381,0.09503276193691948,0.18397729909987054,-0.07063891279083113,-0.41747800766747684,-0.11681194699790069,-0.23378829967889164,0.2649949152834343,-0.36215710993295336,0.18966585799044353,-0.15175041344127033,-0.24857224441119793
2,1.0405731536902771,-0.0021498094083353373,-0.3591506709792444,-0.44372886922787,-0.2740781086924555,0.2386255230274798,0.015461135709225313,-0.3283931185101541,-0.09325804427447011,1.9360990257556663,-0.30312345684117287,0.23773410648478316,-0.24436069640470012,-0.1499451266991586,0.10020387535994114,-0.5676902347569008,-0.11733536847465802,0.6491091384104276,0.340449743068662,-0.36380760471304635,-0.037520935403192596,0.3777547171572933,-0.4715442531076151
3,-0.20177145554445813,0.22719300457179412,-0.43524359430684134,-0.42162777657539385,2.9999655177700313,0.03257186949128619,0.01616039575443159,-0.18177573096929203,-0.0016281483421429902,-0.360168471784775,-0.2518553661516581,-0.03757453039112056,-0.0834561041580901,-0.15063536530335472,0.015336209659306512,-0.4034042641047142,0.06164902296257808,0.04487764252698967,-0.0006339066599256387,-0.0348317622067689,0.012189022188754004,0.1360854993404347,0.10129696129405986
4,-0.32732035198461934,0.06027319328321295,-0.45975304385042326,-0.38243752644289536,-0.21362053493534364,-0.08572940883743853,-0.03426013224738597,-0.14922052565054617,0.15094908316141017,-0.4245207423161786,-0.25541841761282896,-0.1310347798785379,0.0002446536347719464,-0.07844263004920064,-0.04230452034238655,1.6795349932090722,-0.08384619171193423,-0.11986673245661321,-0.09607611766216038,0.1430153230531931,-0.103153440747312,-0.10297826073836222,0.0996101864156945
5,-0.5228223415293871,0.1459574610041438,-0.5010814027007657,-0.2842442040930964,-0.1746632639906856,-0.07958632980989129,-0.0034694815201004405,3.2098453508331484,-0.0008411407810093566,-0.44943449780164685,-0.1776455534863744,-0.27121488826184414,0.08695351869044923,-0.16540097040703378,0.07237137737011265,-0.2912998023855238,-0.0561127119386812,-0.24842505075681368,-0.5135860403249892,0.7406197710963127,-0.07103235504674356,-0.10433420327296405,0.6686561366697285
6,-0.24813037199493437,-0.04380171661276846,-0.43578175112702205,1.6159914365564068,-0.23837398183611733,-0.04004800434417705,-0.006827165718025448,-0.20022330660374255,0.03561688855596912,-0.41456242819086325,-0.26885943947099145,-0.04805132264979459,0.04460178055841894,0.09166606242737049,0.014192769012884715,-0.384993870364875,0.3530262283953091,-0.09794553173803686,-0.10170886258554904,0.07507973562375213,-0.040672646322153574,-0.09743849862494047,0.0975134967183605
